checking_account_status,duration_months,credit_amount,savings_account,employment_since,installment_rate_pct,residence_since,property,age,existing_credits_count,job,num_dependents,target,debt_to_income_proxy,age_band,credit_history_A31,credit_history_A32,credit_history_A33,credit_history_A34,purpose_A41,purpose_A410,purpose_A42,purpose_A43,purpose_A44,purpose_A45,purpose_A46,purpose_A48,purpose_A49,personal_status_sex_A92,personal_status_sex_A93,personal_status_sex_A94,other_debtors_A102,other_debtors_A103,other_installment_plans_A142,other_installment_plans_A143,housing_A152,housing_A153,telephone_A192,foreign_worker_A202
3,6,1740,0,4,2,2,0,30,2,2,1,1,34.8,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,10,1038,0,3,4,3,1,49,2,2,1,1,41.52,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False
0,18,8471,4,2,1,2,2,23,2,2,1,1,84.71,<25,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
0,12,1107,0,2,2,2,0,20,1,3,2,1,22.14,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0,12,6199,0,2,4,2,1,28,2,2,1,0,247.96,25-40,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3,12,1934,0,4,2,2,3,26,2,2,1,1,38.68,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,24,1231,3,4,4,4,1,57,2,3,1,1,49.24,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
3,6,1237,1,2,1,1,1,27,2,2,1,1,12.37,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
1,10,7308,0,0,2,4,3,70,1,3,1,1,146.16,60+,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
3,12,1076,0,2,2,2,0,26,1,2,1,1,21.52,25-40,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True
1,48,10961,3,3,1,2,3,27,2,2,1,0,109.61,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,18,2124,0,2,4,4,0,24,2,2,1,0,84.96,<25,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3,18,1055,0,1,4,1,1,30,2,2,1,1,42.2,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,12,902,0,3,4,4,1,21,1,2,1,0,36.08,<25,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
1,48,8358,2,1,1,1,2,30,2,2,1,1,83.58,25-40,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,18,433,0,0,3,4,0,22,1,2,1,0,12.99,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
3,12,2279,4,2,4,4,3,37,1,2,1,1,91.16,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
0,12,1262,4,4,2,4,1,49,1,1,1,1,25.24,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
0,48,6331,0,4,4,4,3,46,2,2,1,0,253.24,40-60,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
0,36,1977,4,4,4,4,3,40,1,3,1,0,79.08,40-60,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
3,24,2978,4,2,4,4,0,32,2,2,2,1,119.12,25-40,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False
3,30,4272,1,2,2,2,1,26,2,1,1,1,85.44,25-40,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
1,24,1216,1,1,4,4,3,38,2,2,2,0,48.64,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,21,1647,4,2,4,2,1,40,2,1,2,0,65.88,40-60,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,21,2476,4,4,4,4,0,46,1,3,1,1,99.04,40-60,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,28,7824,4,1,3,4,0,40,2,2,2,1,234.72,40-60,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
0,24,1371,4,2,4,4,0,25,1,2,1,0,54.84,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3,36,9572,0,1,1,1,2,28,2,2,1,0,95.72,25-40,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
3,15,2708,0,1,2,3,1,27,2,1,1,1,54.16,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,24,1516,3,2,4,1,0,43,2,1,1,1,60.64,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,30,3108,0,1,2,4,1,31,1,1,1,0,62.16,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
1,9,458,0,2,4,3,0,24,1,2,1,1,18.32,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,42,5954,0,3,2,1,0,41,2,1,1,1,119.08,40-60,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False
0,24,3552,0,3,3,4,2,27,1,2,1,0,106.56,25-40,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2,24,1275,3,2,2,4,0,36,2,2,1,1,25.5,25-40,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
0,24,4169,0,2,4,4,1,28,1,2,1,1,166.76,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,60,6527,4,2,4,4,3,34,1,2,2,1,261.08,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
0,24,3632,0,2,1,4,2,22,1,2,1,1,36.32,<25,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0,12,3651,3,2,1,3,1,31,1,2,2,1,36.51,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,36,2337,0,4,4,4,0,36,1,2,1,1,93.48,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,18,1913,3,1,3,3,0,36,1,2,1,1,57.39,25-40,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
1,8,1414,0,2,4,2,0,33,1,2,1,1,56.56,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True
0,24,2957,0,4,4,4,1,63,2,2,1,1,118.28,60+,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
2,21,2923,1,2,1,1,2,28,1,3,1,1,29.23,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
3,12,4675,4,1,1,4,2,20,1,2,1,1,46.75,<25,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3,9,2134,0,2,4,4,2,48,3,2,1,1,85.36,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,11,2142,3,4,1,2,0,28,1,2,1,1,21.42,25-40,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False
2,21,2319,0,1,2,1,2,33,1,2,1,0,46.38,25-40,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,18,1049,0,1,4,4,1,21,1,2,1,1,41.96,<25,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2,12,939,2,3,4,2,0,28,3,2,1,0,37.56,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
3,18,6761,4,2,2,4,2,68,2,2,1,0,135.22,60+,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0,15,1478,0,4,4,4,2,44,2,2,2,1,59.12,40-60,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
1,12,6078,0,3,2,2,2,32,1,2,1,1,121.56,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,18,1568,1,2,3,4,1,24,1,1,1,1,47.04,<25,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3,18,1098,0,0,4,4,2,65,2,0,1,1,43.92,60+,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,33,4281,2,2,1,4,2,23,2,2,1,0,42.81,<25,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,18,1453,0,1,3,1,0,26,1,2,1,1,43.59,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,4,1503,0,3,2,1,0,42,2,1,2,1,30.06,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,39,8588,1,4,4,2,2,45,1,3,1,1,343.52,40-60,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,18,3422,0,4,4,4,1,47,3,2,2,1,136.88,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
3,13,1409,1,0,2,4,0,64,1,2,1,1,28.18,60+,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,12,3331,0,4,2,4,1,42,1,2,1,1,66.62,40-60,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
3,24,4042,4,3,3,4,1,43,2,2,1,1,121.26,40-60,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
1,6,1068,0,4,4,4,2,28,1,2,2,1,42.72,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,12,3399,4,4,2,3,2,37,1,3,1,1,67.98,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,18,1943,0,1,4,4,0,23,1,2,1,0,77.72,<25,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,30,5954,0,3,3,2,2,38,1,2,1,1,178.62,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
2,9,745,0,2,3,2,0,28,1,1,1,0,22.35,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
2,24,3617,4,4,4,4,3,20,2,2,1,1,144.68,<25,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1,21,3652,0,3,2,3,1,27,2,2,1,1,73.04,25-40,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
0,18,976,0,1,1,2,2,23,1,1,1,0,9.76,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,28,4006,0,2,3,2,2,45,1,1,1,0,120.18,40-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,54,15945,0,1,3,4,3,58,1,2,1,0,478.35,40-60,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
0,6,3384,0,2,1,4,0,44,1,3,1,0,33.84,40-60,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3,9,936,2,4,4,2,2,52,2,2,1,1,37.44,40-60,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False
3,6,4611,0,1,1,4,1,32,1,2,1,0,46.11,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,24,7721,4,1,1,2,1,30,1,2,1,1,77.21,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True
3,18,2169,0,2,4,2,2,28,1,2,1,0,86.76,25-40,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False
3,36,5711,3,4,4,2,2,38,2,3,1,1,228.44,25-40,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0,12,741,1,0,4,3,1,22,1,2,1,0,29.64,<25,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,6,2080,2,2,1,2,2,24,1,2,1,1,20.8,<25,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
3,36,4454,0,2,4,4,0,34,2,2,1,1,178.16,25-40,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
1,45,4746,0,1,4,2,1,25,2,1,1,0,189.84,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,24,6579,0,0,4,2,3,29,1,3,1,1,263.16,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
1,12,1922,0,2,4,2,1,37,1,1,1,0,76.88,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,21,2241,0,4,4,2,0,50,2,2,1,1,89.64,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,48,4308,0,1,3,4,1,24,1,2,1,0,129.24,<25,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
3,30,3077,4,4,3,2,2,40,2,2,2,1,92.31,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
1,36,2273,0,3,3,1,2,32,2,2,2,1,68.19,25-40,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False
1,18,884,0,4,4,4,2,36,1,2,2,0,35.36,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
3,24,2223,1,4,4,4,1,52,2,2,1,1,88.92,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,24,1552,0,3,3,1,2,32,1,2,2,1,46.56,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,24,1393,0,2,2,2,0,31,1,2,1,1,27.86,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False
3,9,1478,0,3,4,2,2,22,1,2,1,0,59.12,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,36,2712,0,4,2,2,1,41,1,2,2,0,54.24,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,12,3386,0,4,3,4,3,35,1,2,1,0,101.58,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
0,42,4370,0,3,3,2,1,26,2,2,2,0,131.1,25-40,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,6,14555,4,0,1,2,1,23,1,0,1,0,145.55,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,21,2288,0,1,4,4,1,23,1,2,1,1,91.52,<25,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
1,18,3244,0,2,1,4,2,33,2,2,1,1,32.44,25-40,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
2,12,2247,0,2,2,2,2,36,2,2,1,1,44.94,25-40,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
3,12,926,0,0,1,2,1,38,1,0,1,1,9.26,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,36,9271,0,3,2,1,2,24,1,2,1,0,185.42,<25,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0,24,2439,0,1,4,4,0,35,1,2,1,0,97.56,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
3,12,804,0,4,4,4,2,38,1,2,1,1,32.16,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,6,1203,1,4,3,2,1,43,1,2,1,1,36.09,40-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,18,1028,0,2,4,3,0,36,2,2,1,1,41.12,25-40,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,18,3850,0,3,3,1,2,27,2,2,1,1,115.5,25-40,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,24,947,0,3,4,3,3,38,1,2,2,0,37.88,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,48,4788,0,3,4,3,1,26,1,2,2,1,191.52,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,12,708,0,2,2,3,1,38,1,1,2,1,14.16,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
3,24,7814,0,3,3,3,2,38,1,3,1,1,234.42,25-40,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
3,15,874,4,1,4,1,0,24,1,2,1,1,34.96,<25,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,48,6999,0,3,1,1,0,34,2,2,1,0,69.99,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False
1,6,454,0,1,3,1,1,22,1,1,1,1,13.62,<25,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
3,20,3485,4,1,2,4,0,44,2,2,1,1,69.7,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
1,12,754,4,4,4,4,1,38,2,2,1,1,30.16,25-40,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False
1,24,3092,1,1,3,2,2,22,1,2,1,0,92.76,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
1,48,9960,0,1,1,2,2,26,1,2,1,0,99.6,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
1,24,4736,0,1,2,4,2,25,1,1,1,0,94.72,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,30,8072,4,1,2,3,2,25,3,2,1,1,161.44,25-40,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
3,12,1386,2,2,2,2,1,26,1,2,1,0,27.72,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,12,1168,0,2,4,3,0,27,1,1,1,1,46.72,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
1,45,4576,1,0,3,4,2,27,1,2,1,1,137.28,25-40,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,42,7174,4,3,4,3,2,30,1,3,1,0,286.96,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
3,12,1163,2,2,4,4,0,44,1,2,1,1,46.52,40-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False
0,6,1374,4,0,4,3,1,75,1,3,1,1,54.96,60+,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
1,27,2528,0,1,4,1,1,32,1,2,2,1,101.12,25-40,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False
1,72,5595,1,2,2,2,2,24,1,2,1,0,111.9,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False
0,12,1289,0,2,4,1,1,21,1,1,1,1,51.56,<25,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
1,8,1237,0,2,3,4,0,24,1,2,1,0,37.11,<25,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
1,15,802,0,4,4,3,2,37,1,2,2,0,32.08,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,48,14421,0,2,2,2,2,25,1,2,1,0,288.42,25-40,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False
3,6,2108,0,3,2,2,0,29,1,2,1,1,42.16,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0,15,806,0,2,4,4,1,22,1,1,1,1,32.24,<25,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False
3,12,1264,4,4,4,4,3,57,1,1,1,1,50.56,40-60,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1,6,1050,0,0,4,1,1,35,2,3,1,1,42.0,25-40,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
3,24,3488,1,3,3,4,2,23,1,2,1,1,104.64,<25,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
0,9,1288,1,4,3,4,0,48,2,2,2,1,38.64,40-60,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True
3,12,1123,2,2,4,4,2,29,1,1,1,0,44.92,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,9,1422,0,1,3,2,3,27,1,3,1,0,42.66,25-40,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
0,30,11998,0,1,1,1,3,34,1,1,1,0,119.98,25-40,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False
0,12,3590,0,2,2,2,1,29,1,1,2,1,71.8,25-40,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False
0,24,2325,1,3,2,3,2,32,1,2,1,1,46.5,25-40,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,27,5117,0,3,3,4,2,26,2,2,1,1,153.51,25-40,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False
1,24,2039,0,1,1,1,1,22,1,2,1,0,20.39,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
3,15,2788,0,3,2,3,2,24,2,2,1,1,55.76,<25,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
3,12,1240,4,4,4,2,0,38,2,2,1,1,49.6,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
3,18,6458,0,4,2,4,3,39,2,3,2,0,129.16,25-40,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,13,882,0,1,4,4,0,23,2,2,1,1,35.28,<25,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False
3,18,1149,3,2,4,3,0,46,2,2,1,1,45.96,40-60,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
1,12,1484,4,2,2,1,0,25,1,2,1,0,29.68,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
3,36,9055,4,2,2,4,3,35,1,1,2,1,181.1,25-40,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False
1,18,1928,0,1,2,2,0,31,2,1,1,0,38.56,25-40,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2,12,1424,4,4,3,4,0,55,1,3,1,1,42.72,40-60,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
3,24,2578,3,4,2,2,2,34,1,2,1,1,51.56,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
3,48,4844,0,0,3,2,2,33,1,3,1,0,145.32,25-40,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1,30,2991,4,4,2,4,2,25,1,2,1,1,59.82,25-40,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
3,12,1258,0,1,2,4,1,22,2,1,1,1,25.16,<25,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,9,1366,0,1,3,4,1,22,1,2,1,0,40.98,<25,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,36,8335,4,4,3,4,3,47,1,2,1,0,250.05,40-60,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
0,36,2746,0,4,4,4,2,31,1,2,1,0,109.84,25-40,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,15,1478,0,2,4,3,0,33,2,2,1,1,59.12,25-40,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1,12,888,0,4,4,4,2,41,1,1,2,0,35.52,40-60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3,18,1864,1,2,4,2,0,30,2,2,1,0,74.56,25-40,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False
3,6,1898,4,2,1,2,0,34,2,1,2,1,18.98,25-40,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
